district,region,village,direction,elevator,floor,layout,decoration,year,size,price,perprice
郫都,郫县城区,碧林香堤 ,东南,暂无数据,中楼层,3室1厅,精装,2012,105.0,91.0,8667
郫都,成外,鼎犀名城 ,南,有,高楼层,3室1厅,精装,2012,76.0,120.0,15790
郫都,橡树湾,华润橡树湾A区 ,南,有,中楼层,4室1厅,精装,2018,87.0,142.0,16187
郫都,郫县城区,中铁堰澜山 ,东南,暂无数据,高楼层,3室2厅,毛坯,2018,108.0,80.0,7383
郫都,橡树湾,天邑宏御花园御苑 ,东南,有,低楼层,2室2厅,其他,2018,93.0,93.0,10000
郫都,郫县城区,和韵美联墅 ,东,无,低楼层,3室2厅,精装,2018,113.0,120.0,10545
郫都,犀浦,蓝光幸福满庭 ,东南,有,低楼层,1室1厅,精装,2018,40.0,40.0,9833
郫都,郫县城区,郫筒红瓦二期 ,南,暂无数据,低楼层,3室2厅,其他,2018,105.0,93.0,8858
郫都,郫县城区,泰立观筑 ,东南,有,低楼层,3室2厅,精装,2018,89.0,99.8,11214
郫都,犀浦,万树森林二期 ,东南,有,高楼层,2室1厅,简装,2015,92.0,110.0,11868
郫都,郫县万达,一里阳光 ,西南,有,低楼层,2室1厅,精装,2015,92.0,106.0,11522
郫都,犀浦,锦苑三期 ,西南,有,中楼层,3室1厅,精装,2015,138.0,190.0,13769
郫都,郫县城区,龙湖弗莱明戈一期 ,东南,有,高楼层,3室1厅,精装,2015,91.0,132.0,14391
郫都,红光,红攀小区 ,东南,暂无数据,中楼层,2室1厅,毛坯,2015,81.0,62.0,7599
郫都,郫县万达,河滨鹭岛 ,西南,有,中楼层,3室1厅,精装,2015,96.0,109.0,11277
郫都,橡树湾,华润橡树湾A区 ,南北,有,高楼层,4室3厅,简装,2015,87.0,180.0,20518
郫都,犀浦,合能四季城二期 ,西南,有,低楼层,3室2厅,精装,2015,89.0,119.0,13294
郫都,犀浦,芙蓉小区 ,东南,无,中楼层,2室1厅,简装,2012,68.0,65.0,9451
郫都,郫县城区,碧林香堤 ,东南,无,低楼层,3室1厅,毛坯,2012,120.0,110.0,9167
郫都,橡树湾,华润橡树湾A区 ,东南,有,中楼层,1室1厅,精装,2012,36.0,65.0,17872
郫都,犀浦,宇众悦府 ,西南,有,中楼层,2室1厅,精装,2012,50.0,85.0,16733
郫都,郫县城区,天立香缇华府 ,东南,有,高楼层,3室1厅,其他,2012,84.0,109.9,13042
郫都,红光,红攀小区 ,南北,暂无数据,低楼层,2室1厅,精装,2012,82.0,90.0,10976
郫都,犀浦,润扬双铁广场 ,南,有,中楼层,1室1厅,简装,2012,43.0,90.0,20931
郫都,郫县万达,壹里上城 ,东南,无,高楼层,3室1厅,精装,2012,122.0,120.0,9778
郫都,犀浦,中铁伊萨贝拉 ,东南,有,高楼层,3室2厅,精装,2018,147.0,220.0,14966
郫都,犀浦,犀浦百伦广场 ,南,有,中楼层,2室2厅,精装,2018,68.0,92.0,13373
郫都,红光,正成名城左岸 ,东南,有,高楼层,3室1厅,简装,2018,119.0,120.0,10085
郫都,橡树湾,华润橡树湾B区 ,西南,有,中楼层,3室2厅,毛坯,2018,79.0,124.0,15697
郫都,郫县万达,蜀都新天地 ,东,有,低楼层,2室1厅,简装,2018,89.0,75.0,8368
郫都,郫县城区,龙湖弗莱明戈一期 ,西南,有,中楼层,3室1厅,精装,2018,91.0,135.0,14718
郫都,橡树湾,华润橡树湾A区 ,东南,有,中楼层,2室1厅,精装,2018,49.0,75.0,15192
郫都,郫县万达,一里阳光街299号 ,南,暂无数据,中楼层,3室2厅,精装,2018,91.0,72.0,7828
郫都,红光,正成名城左岸 ,东南,有,中楼层,2室1厅,精装,2015,57.0,48.0,8347
郫都,橡树湾,天邑宏御花园御苑 ,西北,有,高楼层,3室1厅,精装,2015,129.0,120.0,9303
郫都,犀浦,蓝光幸福满庭 ,东南,有,高楼层,3室1厅,精装,2015,67.0,113.8,16815
郫都,郫县城区,郫县百伦广场 ,东南,暂无数据,中楼层,2室2厅,毛坯,2015,74.0,70.0,9396
郫都,犀浦,启明花园 ,南,无,低楼层,3室1厅,精装,2015,124.0,99.0,7984
郫都,郫县万达,实久花园 ,东南,有,中楼层,4室2厅,简装,2015,143.0,135.0,9376
郫都,郫县城区,中信未来城北区 ,南,有,高楼层,3室2厅,其他,2015,86.0,120.0,13821
郫都,犀浦,交大万嘉樟菊园 ,南北,有,中楼层,2室2厅,毛坯,2015,91.0,100.0,10965
郫都,郫县万达,蜀都万达广场 ,东南,有,中楼层,3室1厅,精装,2012,121.0,170.0,13941
郫都,郫县城区,龙湖弗莱明戈一期 ,东南,有,低楼层,4室2厅,精装,2012,194.0,333.0,17165
郫都,郫县城区,枫林秀色 ,西南,无,中楼层,3室2厅,精装,2012,130.0,142.0,10914
郫都,郫县城区,龙湖弗莱明戈二期 ,西南,有,高楼层,3室2厅,精装,2012,92.0,139.0,15109
郫都,成外,派克公馆 ,东南,有,低楼层,2室2厅,精装,2018,87.0,112.0,12796
郫都,郫县城区,龙湖弗莱明戈一期 ,东南,有,高楼层,2室1厅,简装,2012,72.0,98.0,13583
郫都,郫县城区,绿地国际花都三期 ,西南,有,低楼层,3室2厅,简装,2012,89.0,100.0,11236
郫都,郫县城区,荆湘路37号 ,东南,无,中楼层,2室1厅,精装,2012,99.0,65.0,6549
郫都,郫县城区,绿地国际花都三期 ,西南,有,高楼层,3室2厅,精装,2018,84.0,120.0,14230
郫都,郫县万达,一里阳光 ,南,有,高楼层,3室1厅,精装,2018,94.0,115.9,12312
郫都,橡树湾,华润橡树湾B区 ,东南,有,中楼层,3室1厅,简装,2018,62.0,120.0,19231
郫都,橡树湾,华润橡树湾B区 ,东北,有,高楼层,2室1厅,精装,2018,52.0,93.0,17858
郫都,成外,万科城 ,东南,有,高楼层,3室2厅,精装,2018,92.0,165.0,17863
郫都,郫县城区,精城名典 ,东南,无,低楼层,2室2厅,简装,2010,88.0,80.0,9072
郫都,犀浦,傲城 ,东南,有,高楼层,2室1厅,精装,2010,70.0,105.0,14802
郫都,郫县万达,博园世家 ,南北,无,高楼层,5室3厅,其他,2016,197.0,140.0,7102
郫都,郫县城区,龙湖弗莱明戈一期 ,东北,有,低楼层,2室1厅,精装,2016,72.0,99.0,13750
郫都,郫县万达,时代花城三期 ,东南,无,中楼层,3室2厅,精装,2016,110.0,120.0,10847
郫都,犀浦,蓝光幸福满庭 ,东南,有,中楼层,1室1厅,精装,2016,37.0,36.0,9519
郫都,犀浦,西区名宅 ,东南,无,低楼层,3室1厅,精装,2016,126.0,120.0,9499
郫都,郫县城区,金壕雅庭 ,东南,有,低楼层,3室2厅,精装,2016,88.0,110.0,12459
郫都,红光,中铁银杏广场 ,东,有,高楼层,3室2厅,精装,2016,77.0,150.0,19373
郫都,郫县万达,置信逸都D区 ,南北,有,低楼层,2室1厅,精装,2016,79.0,90.0,11393
郫都,犀浦,润扬双铁广场 ,东南,有,高楼层,3室1厅,精装,2013,83.0,142.0,17041
郫都,郫县城区,桃园柳岸 ,南,有,高楼层,3室2厅,精装,2013,98.0,94.0,9592
郫都,犀浦,蓝光幸福满庭 ,西南,有,高楼层,2室1厅,精装,2013,46.0,85.0,18479
郫都,郫县城区,华侨凤凰国际城 ,东,有,中楼层,1室1厅,精装,2013,37.0,33.0,8784
郫都,红光,尚景岁月 ,东南,无,低楼层,3室1厅,精装,2013,80.0,73.0,9096
郫都,犀浦,交大万嘉季柳园 ,西南,有,低楼层,2室2厅,简装,2013,88.0,90.0,10228
郫都,郫县城区,景尚景一期 ,东南,有,中楼层,2室2厅,精装,2016,84.0,90.0,10715
郫都,郫县城区,杜鹃园 ,东南,暂无数据,低楼层,3室2厅,精装,2013,171.0,101.0,5907
郫都,红光,晶宝维吉尼亚 ,东南,有,低楼层,3室2厅,精装,2016,108.0,130.0,12038
郫都,红光,中铁银杏广场 ,东南,有,低楼层,3室2厅,精装,2016,78.0,98.0,12499
郫都,犀浦,傲城 ,东,有,低楼层,3室2厅,精装,2016,80.0,130.0,16180
郫都,橡树湾,龙城国际四期 ,东南,有,中楼层,3室1厅,精装,2010,90.0,128.0,14133
郫都,成外,派克公馆 ,东南,有,高楼层,1室1厅,简装,2010,49.0,70.0,14257
郫都,郫县城区,时代花城豪庭二期 ,西南,有,低楼层,2室1厅,简装,2010,85.0,95.0,11177
郫都,郫县万达,一里阳光 ,东北,有,高楼层,3室2厅,精装,2010,112.0,120.0,10715
郫都,犀浦,华邑阳光里 ,西南,有,低楼层,3室1厅,精装,2010,90.0,137.0,15219
郫都,郫县万达,优派立方 ,东,有,中楼层,3室2厅,毛坯,2010,67.0,70.0,10337
郫都,郫县城区,海骏达蜀都1号凯悦二期 ,西北,有,中楼层,2室1厅,精装,2010,73.0,95.0,12913
郫都,郫县城区,桃园柳岸 ,东南,有,高楼层,4室2厅,精装,2010,128.0,115.0,8958
郫都,郫县城区,泰立观筑 ,东北,有,中楼层,2室1厅,精装,2016,78.0,85.0,10787
郫都,郫县城区,花样年龙年中心 ,东南,有,低楼层,1室1厅,其他,2016,40.0,50.0,12401
郫都,红光,中铁西郡英华三期 ,西南,有,中楼层,3室2厅,精装,2016,86.0,99.8,11565
郫都,橡树湾,龙城国际 ,东南,有,低楼层,3室2厅,精装,2016,78.0,125.0,15843
郫都,红光,晶宝塞纳国际 ,南东南,有,低楼层,3室1厅,精装,2016,80.0,96.0,11895
郫都,郫县城区,花样年龙年中心 ,东南,有,中楼层,3室1厅,其他,2016,86.0,92.0,10668
郫都,郫县城区,中铁奥维尔 ,西南,有,中楼层,3室2厅,精装,2016,88.0,100.0,11262
郫都,郫县城区,四季豪廷 ,东南,有,高楼层,2室2厅,精装,2016,94.0,120.0,12659
郫都,成外,西江月 ,东北,有,低楼层,3室2厅,精装,2016,124.0,160.0,12882
郫都,郫县万达,一里阳光 ,东南,无,高楼层,4室1厅,精装,2016,146.0,215.0,14662
郫都,郫县万达,置信逸都C区 ,东北,有,高楼层,3室2厅,毛坯,2016,124.0,129.0,10397
郫都,犀浦,傲城 ,东北,有,高楼层,4室1厅,毛坯,2016,119.0,180.0,15053
郫都,成外,中铁塔米亚 ,东南,有,低楼层,3室2厅,精装,2016,97.0,140.0,14429
郫都,成外,派克公馆 ,西北,有,高楼层,5室2厅,精装,2016,242.0,330.0,13634
郫都,红光,晶宝维吉尼亚 ,东南,有,低楼层,2室1厅,精装,2016,83.0,100.0,11991
郫都,郫县万达,恒创蜀都公馆 ,南,有,高楼层,2室1厅,精装,2016,85.0,84.0,9802
郫都,成外,中铁塔米亚 ,东南南,有,低楼层,2室1厅,简装,2013,78.0,125.0,15884
郫都,郫县城区,景尚景一期 ,东南,有,低楼层,3室2厅,精装,2013,116.0,139.0,11983
郫都,郫县万达,一里阳光 ,东,无,高楼层,1室1厅,简装,2016,53.0,50.0,9434
郫都,橡树湾,银丰园一区 ,东南,无,低楼层,3室2厅,简装,2013,143.0,86.5,6021
郫都,郫县城区,郫县百伦广场 ,东北,有,中楼层,3室2厅,毛坯,2013,93.0,95.0,10150
郫都,红光,1958青年公馆 ,南,有,高楼层,2室1厅,简装,2013,90.0,90.0,10000
郫都,成外,成都后花园三期 ,东,有,中楼层,3室2厅,毛坯,2013,115.0,170.0,14745
郫都,成外,中铁塔米亚 ,东南,有,低楼层,3室2厅,精装,2013,97.0,150.0,15464
郫都,郫县万达,锦绣西苑二期 ,东南,有,低楼层,2室1厅,精装,2013,58.0,58.0,9881
郫都,犀浦,溪地湾 ,西南,有,中楼层,3室2厅,精装,2013,120.0,180.0,14962
郫都,郫县城区,海骏达蜀都1号凯悦二期 ,东南,有,中楼层,3室1厅,简装,2013,91.0,116.6,12705
郫都,郫县万达,蜀都万达广场 ,西南,有,中楼层,1室1厅,精装,2013,45.0,45.0,9910
郫都,红光,上置雅宾利 ,东南,有,中楼层,2室2厅,精装,2013,61.0,75.0,12296
郫都,成外,派克公馆 ,东南,有,中楼层,4室2厅,毛坯,2013,191.0,235.0,12304
郫都,犀浦,晶宝盛世桃源 ,东南,有,中楼层,3室2厅,精装,2013,99.0,118.0,11844
郫都,犀浦,华邑阳光里 ,东南,有,低楼层,2室2厅,精装,2013,65.0,90.0,13813
郫都,橡树湾,华润橡树湾A区 ,东北,有,低楼层,2室2厅,简装,2016,62.0,95.0,15113
郫都,橡树湾,华润橡树湾B区 ,西北,有,中楼层,3室1厅,简装,2016,78.0,140.0,17949
郫都,郫县城区,鹃城上街73号 ,东南,暂无数据,中楼层,3室1厅,简装,2013,128.0,74.0,5782
郫都,郫县万达,崇兴小区 ,东南,无,中楼层,2室2厅,简装,2016,71.0,45.0,6334
郫都,橡树湾,龙城国际 ,东南,有,低楼层,3室1厅,其他,2016,84.0,150.0,17754
郫都,犀浦,西区花园水云庭 ,南北,无,高楼层,3室1厅,精装,2016,147.0,162.0,11000
郫都,红光,晶宝维吉尼亚 ,东南,有,低楼层,2室1厅,简装,2016,83.0,95.0,11387
郫都,郫县城区,绿地国际花都三期 ,西南,有,中楼层,3室1厅,其他,2016,88.0,110.0,12451
郫都,郫县城区,中信未来城南区 ,东南南,有,高楼层,3室1厅,简装,2016,94.0,120.0,12691
郫都,犀浦,合能橙中心 ,东南,有,高楼层,3室1厅,精装,2010,90.0,161.0,17791
郫都,犀浦,西郡兰庭 ,西南,有,高楼层,4室2厅,精装,2010,155.0,182.0,11742
郫都,犀浦,合能四季城一期 ,东南,有,中楼层,2室1厅,其他,2010,62.0,97.0,15540
郫都,郫县万达,壹里上城 ,南,无,高楼层,3室2厅,其他,2010,122.0,103.0,8393
郫都,犀浦,交大卡布里城 ,西,有,低楼层,4室1厅,精装,2010,129.0,180.0,13923
郫都,红光,正成名城左岸 ,东南,有,低楼层,1室1厅,简装,2010,57.0,50.0,8772
郫都,红光,怡华居 ,东南,无,高楼层,1室0厅,简装,2010,31.0,24.8,7856
郫都,橡树湾,华润橡树湾A区 ,西南,有,高楼层,3室2厅,精装,2010,54.0,115.0,21297
郫都,成外,派克公馆 ,东南,有,高楼层,3室2厅,精装,2010,115.0,170.0,14783
郫都,红光,正成名城左岸 ,东南,有,高楼层,3室2厅,毛坯,2016,80.0,80.0,9963
郫都,成外,成外雅庭 ,西南,有,高楼层,2室1厅,精装,2016,84.0,108.0,12762
郫都,犀浦,蓝光幸福满庭 ,东南,有,中楼层,3室1厅,简装,2016,69.0,112.0,16003
郫都,成外,成都后花园二期 ,东南,有,低楼层,1室1厅,精装,2016,47.0,59.8,12506
郫都,郫县万达,蜀都万达广场 ,西南,有,中楼层,1室1厅,精装,2016,45.0,50.0,11011
郫都,郫县万达,蜀都万达广场 ,西南,有,中楼层,1室1厅,精装,2016,31.0,35.0,11021
郫都,郫县万达,蜀都万达广场 ,西南,有,中楼层,1室1厅,精装,2016,46.0,51.0,11049
郫都,红光,中铁银杏广场 ,东南,有,中楼层,3室2厅,毛坯,2016,90.0,92.0,10155
郫都,郫县城区,五彩城 ,东,有,中楼层,3室2厅,精装,2016,89.0,106.0,11911
郫都,橡树湾,华润橡树湾A区 ,东南,有,中楼层,3室1厅,精装,2016,54.0,115.0,21117
郫都,郫县城区,时代花城豪庭二期 ,东南,有,中楼层,1室1厅,精装,2016,59.0,63.0,10619
郫都,成外,金枫名苑 ,西北,有,高楼层,2室1厅,精装,2016,63.0,82.0,13016
郫都,郫县城区,东大街202号 ,南,无,低楼层,2室2厅,精装,2016,105.0,85.0,8096
郫都,犀浦,溪地湾 ,东南,有,高楼层,1室1厅,其他,2016,48.0,50.0,10417
郫都,犀浦,尚林家园 ,东南,有,低楼层,3室2厅,精装,2016,113.0,128.0,11283
郫都,红光,中铁西郡英华二期 ,东南,有,高楼层,3室2厅,其他,2016,90.0,100.0,11102
郫都,犀浦,西锦集一期 ,东南,无,高楼层,2室2厅,简装,2013,77.0,88.0,11429
郫都,犀浦,交大万嘉樟菊园 ,东南,有,中楼层,3室1厅,简装,2013,104.0,130.0,12431
郫都,橡树湾,龙城国际五期 ,东南,有,低楼层,1室0厅,精装,2013,23.0,16.8,7305
郫都,犀浦,合能四季城三期 ,西南,有,中楼层,3室2厅,精装,2013,81.0,98.0,12080
郫都,郫县城区,龙湖弗莱明戈二期 ,西南,有,高楼层,2室1厅,精装,2013,72.0,95.0,13195
郫都,郫县万达,锦绣西苑二期 ,东南,有,低楼层,2室2厅,精装,2013,83.0,85.0,10132
郫都,犀浦,公园榕郡 ,东南,有,高楼层,3室2厅,精装,2013,89.0,110.0,12264
郫都,橡树湾,龙城国际 ,西,有,中楼层,3室2厅,精装,2013,141.0,280.0,19816
郫都,郫县万达,一里阳光 ,东南,有,高楼层,1室1厅,其他,2013,30.0,25.0,8186
郫都,郫县万达,东福苑A区 ,西南,无,低楼层,3室1厅,精装,2013,115.0,89.0,7740
郫都,郫县万达,一里阳光 ,东北,无,中楼层,2室1厅,简装,2013,52.0,60.0,11364
郫都,成外,万科城 ,东南,有,中楼层,3室2厅,精装,2013,92.0,136.0,14735
郫都,红光,中铁银杏广场 ,东南,有,中楼层,2室2厅,精装,2013,67.0,80.0,11786
郫都,红光,和润国际 ,东,有,低楼层,2室2厅,其他,2013,77.0,77.0,10000
郫都,犀浦,锦苑三期 ,西南,有,高楼层,6室3厅,精装,2013,230.0,390.0,16908
郫都,红光,宇众曼城 ,西北,有,中楼层,1室0厅,其他,2013,34.0,23.0,6687
郫都,红光,上置雅宾利 ,东南,有,低楼层,2室1厅,精装,2016,81.0,106.0,13007
郫都,郫县万达,蜀都万达广场 ,东南,有,高楼层,1室1厅,简装,2016,45.0,25.0,5506
郫都,犀浦,万树森林三期 ,东,有,低楼层,2室2厅,简装,2016,79.0,68.0,8568
郫都,郫县万达,岷阳小区 ,东南,无,低楼层,2室1厅,其他,2016,74.0,58.0,7838
郫都,犀浦,蓝光幸福满庭 ,东南,有,中楼层,3室2厅,精装,2016,69.0,130.0,18601
郫都,橡树湾,龙城国际四期 ,东南,有,中楼层,3室2厅,精装,2016,118.0,160.0,13525
郫都,犀浦,交大卡布里城 ,东南,有,中楼层,3室2厅,简装,2016,119.0,150.0,12523
郫都,红光,正成名城左岸 ,西南,有,高楼层,3室2厅,精装,2016,117.0,115.0,9774
郫都,犀浦,蓝光幸福满庭 ,西南,有,中楼层,1室1厅,精装,2010,38.0,45.0,11741
郫都,犀浦,尚公馆 ,南,有,中楼层,2室1厅,简装,2010,76.0,76.8,10008
郫都,犀浦,蓝光幸福满庭 ,西南,有,中楼层,1室0厅,精装,2010,41.0,44.0,10583
郫都,犀浦,合能四季城三期 ,东南东北,有,中楼层,2室2厅,简装,2010,65.0,82.0,12616
郫都,郫县城区,蜀源国都 ,东南,无,低楼层,3室2厅,毛坯,2010,125.0,122.0,9692
郫都,橡树湾,龙城国际四期 ,东南,有,高楼层,2室1厅,精装,2010,74.0,130.0,17568
郫都,郫县城区,晨苑小区 ,东南,暂无数据,低楼层,3室2厅,其他,2010,116.0,95.0,8190
郫都,犀浦,傲城 ,西南,有,低楼层,2室2厅,精装,2010,66.0,99.0,14801
郫都,郫县万达,蜀都万达广场 ,南,有,中楼层,1室1厅,精装,2016,45.0,46.0,10173
郫都,郫县万达,蜀都万达广场 ,西南,有,中楼层,1室1厅,其他,2016,44.0,45.0,10059
郫都,郫县城区,和韵美联墅 ,东南,无,中楼层,3室2厅,精装,2016,126.0,112.0,8828
郫都,红光,宇众曼城 ,东,有,中楼层,3室1厅,精装,2010,65.0,90.0,13745
郫都,郫县万达,蜀都万达广场 ,南,有,中楼层,1室1厅,精装,2016,31.0,32.0,10076
郫都,郫县万达,蜀都万达广场 ,南,有,中楼层,1室1厅,精装,2016,60.0,61.0,10150
郫都,郫县万达,蜀都万达广场 ,西南,有,中楼层,1室1厅,精装,2016,50.0,51.0,10108
郫都,郫县万达,蜀都万达广场 ,西,有,低楼层,1室1厅,精装,2016,43.0,32.0,7442
郫都,郫县城区,绿地银座 ,东,有,中楼层,1室1厅,毛坯,2016,74.0,68.0,9116
郫都,犀浦,蓝光幸福满庭 ,东南,有,高楼层,1室1厅,精装,2016,38.0,36.0,9474
郫都,郫县城区,花样年龙年中心 ,南,有,低楼层,3室1厅,精装,2016,64.0,74.0,11479
郫都,郫县城区,绿地银座 ,东南,有,高楼层,2室2厅,精装,2016,52.0,65.0,12500
郫都,红光,中铁银杏广场 ,东南,有,中楼层,1室1厅,毛坯,2016,39.0,32.0,8206
郫都,成外,派克公馆 ,西南,有,中楼层,1室1厅,精装,2016,67.0,74.0,10934
郫都,成外,中铁塔米亚 ,东北,有,高楼层,3室2厅,简装,2016,105.0,132.0,12572
郫都,红光,中铁银杏广场 ,东南,有,高楼层,1室1厅,精装,2016,39.0,35.0,8975
郫都,郫县城区,书院名居 ,东南,无,中楼层,3室2厅,精装,2016,128.0,102.0,7914
郫都,犀浦,交大万嘉季柳园 ,东南,有,中楼层,3室2厅,毛坯,2016,117.0,120.0,10179
郫都,犀浦,蓝光幸福满庭 ,南,有,中楼层,1室1厅,简装,2013,38.0,48.0,12632
郫都,郫县城区,绿地国际花都三期 ,东北,有,中楼层,2室1厅,简装,2013,73.0,80.0,10943
郫都,红光,宇众曼城 ,东南,有,高楼层,1室0厅,简装,2013,40.0,26.0,6417
郫都,成外,万科城 ,南北,有,中楼层,3室2厅,精装,2013,91.0,145.0,15935
郫都,犀浦,交大卡布里城 ,东南,有,高楼层,2室2厅,精装,2013,80.0,102.0,12674
郫都,橡树湾,华润橡树湾A区 ,西南,有,中楼层,3室1厅,精装,2013,75.0,138.0,18400
郫都,红光,宇众曼城 ,西南,有,中楼层,1室0厅,其他,2013,34.0,23.0,6687
郫都,红光,和润国际 ,东南,有,低楼层,2室2厅,其他,2013,77.0,90.0,11689
郫都,红光,宇众曼城 ,东南,有,中楼层,1室0厅,其他,2013,35.0,23.0,6529
郫都,红光,宇众曼城 ,西南东南,有,中楼层,1室0厅,其他,2013,34.0,23.0,6688
郫都,郫县城区,龙湖弗莱明戈二期 ,东南,有,高楼层,2室1厅,精装,2016,72.0,95.0,13195
郫都,犀浦,西区地标 ,东南,有,高楼层,2室1厅,精装,2016,48.0,70.0,14584
郫都,红光,正成名城左岸 ,东南,有,高楼层,2室0厅,简装,2016,56.0,56.0,10000
郫都,红光,晶宝塞纳国际 ,东南,有,低楼层,3室2厅,简装,2016,78.0,109.0,13920
郫都,犀浦,傲城 ,东北,有,中楼层,1室0厅,精装,2016,38.0,33.0,8572
郫都,郫县万达,锦绣西苑二期 ,东南,有,低楼层,3室1厅,精装,2010,90.0,94.0,10392
郫都,郫县城区,天立香缇华府 ,南北,有,中楼层,3室2厅,毛坯,2016,88.0,99.0,11226
郫都,郫县城区,中冶田园世界 ,西南,有,中楼层,4室1厅,精装,2013,143.0,180.0,12543
郫都,犀浦,华邑阳光里 ,南,有,中楼层,2室1厅,精装,2013,71.0,115.0,15984
郫都,郫县城区,精城名典 ,东南,无,低楼层,3室1厅,简装,2013,130.0,125.0,9558
郫都,犀浦,万科理想城 ,西南东南,有,中楼层,3室2厅,其他,2013,85.0,128.0,15059
郫都,红光,蓉树园 ,东西,有,低楼层,3室2厅,简装,2013,85.0,100.0,11687
郫都,成外,派克公馆 ,东南,有,低楼层,2室2厅,简装,2013,93.0,130.0,13977
郫都,郫县万达,实久花园 ,西南,无,中楼层,3室1厅,简装,2013,116.0,115.0,9914
郫都,郫县城区,景尚景一期 ,东南,有,中楼层,3室2厅,精装,2013,129.0,160.0,12379
郫都,犀浦,万树森林三期 ,东,有,低楼层,2室1厅,精装,2016,82.0,70.0,8454
郫都,红光,中铁银杏广场 ,东南,有,高楼层,3室2厅,精装,2013,88.0,101.0,11387
郫都,红光,上置雅宾利 ,东南,有,中楼层,2室2厅,精装,2016,83.0,110.0,13254
郫都,犀浦,万科理想城 ,南,有,低楼层,3室2厅,其他,2016,75.0,136.0,18066
郫都,犀浦,合能四季城一期 ,东南,有,低楼层,2室1厅,精装,2016,62.0,88.0,14194
郫都,郫县城区,地矿人家 ,西南,无,中楼层,3室1厅,简装,2016,112.0,70.0,6237
郫都,犀浦,合能四季城一期 ,西北,有,高楼层,2室2厅,精装,2016,62.0,88.0,14194
郫都,犀浦,锦苑三期 ,西南,有,低楼层,4室2厅,精装,2016,163.0,268.0,16348
郫都,郫县城区,中信未来城北区 ,东北,有,低楼层,3室1厅,毛坯,2016,106.0,135.0,12736
郫都,红光,晶宝塞纳国际 ,东南,有,低楼层,3室2厅,简装,2016,78.0,87.0,11015
郫都,犀浦,西区花园水云涧 ,东,有,低楼层,1室0厅,简装,2016,39.0,152.0,38307
郫都,成外,书香府邸二期英伦 ,南,有,低楼层,3室1厅,精装,2016,122.0,165.0,13525
郫都,郫县城区,花样年龙年中心 ,东南,有,低楼层,3室1厅,其他,2015,86.0,95.0,11047
郫都,犀浦,溪地湾 ,东,有,高楼层,2室1厅,其他,2015,61.0,73.0,11968
郫都,犀浦,溪地湾 ,东南,有,低楼层,1室1厅,简装,2015,37.0,52.0,13845
郫都,成外,书香府邸二期英伦 ,东南,有,高楼层,1室1厅,精装,2015,56.0,80.0,14286
郫都,红光,蓉树园 ,南,有,高楼层,3室1厅,简装,2015,53.0,62.0,11699
郫都,郫县城区,柏林河畔 ,南,暂无数据,低楼层,2室1厅,精装,2015,74.0,55.0,7384
郫都,犀浦,交大卡布里城 ,南,有,高楼层,3室2厅,精装,2016,119.0,139.0,11605
郫都,犀浦,交大卡布里城 ,东北,有,低楼层,3室2厅,简装,2016,124.0,141.0,11371
郫都,郫县城区,时代花城豪庭二期 ,东南,有,高楼层,3室1厅,简装,2016,99.0,102.0,10304
郫都,成外,成都后花园二期 ,东南,有,中楼层,1室1厅,精装,2016,41.0,55.0,13260
郫都,犀浦,天益佳苑 ,东南,无,高楼层,4室3厅,简装,2016,181.0,200.0,11050
郫都,郫县城区,中信未来城南区 ,东南,有,中楼层,3室2厅,精装,2016,101.0,132.0,12957
郫都,犀浦,金犀庭苑 ,西北,无,高楼层,3室2厅,简装,2016,125.0,113.0,8999
郫都,郫县城区,今日田园 ,东南,暂无数据,低楼层,5室3厅,其他,2016,309.0,310.0,10016
郫都,红光,中铁西郡英华二期 ,西南,有,高楼层,2室1厅,精装,2015,72.0,80.0,11012
郫都,橡树湾,华润橡树湾B区 ,南北,有,高楼层,6室2厅,精装,2015,226.0,390.0,17253
郫都,郫县城区,中信未来城南区 ,南北,有,中楼层,4室2厅,精装,2015,125.0,162.0,12948
郫都,郫县城区,龙湖弗莱明戈一期 ,东南,有,低楼层,5室2厅,精装,2015,169.0,450.0,26562
郫都,犀浦,朗基少帅府 ,东南,有,中楼层,3室2厅,毛坯,2015,75.0,90.0,12000
郫都,犀浦,溪地湾 ,东南,有,中楼层,1室1厅,精装,2015,61.0,46.0,7511
郫都,成外,书香府邸 ,东南,有,低楼层,1室1厅,简装,2015,59.0,85.0,14407
郫都,成外,中铁塔米亚 ,东南,有,中楼层,3室2厅,精装,2015,97.0,140.0,14426
郫都,犀浦,西区花园水云涧 ,东南,无,低楼层,2室1厅,毛坯,2016,90.0,102.0,11245
郫都,红光,晶宝维吉尼亚 ,东南,有,高楼层,1室1厅,精装,2016,60.0,63.0,10367
郫都,郫县城区,香江半岛 ,东南,有,中楼层,3室2厅,简装,2016,107.0,95.0,8879
郫都,红光,和润国际 ,东南,有,高楼层,2室2厅,简装,2016,69.0,70.0,10015
郫都,郫县万达,蜀都万达广场 ,东南,有,中楼层,1室1厅,其他,2016,50.0,42.0,8364
郫都,郫县城区,中信未来城北区 ,南,有,中楼层,3室1厅,简装,2016,83.0,120.0,14415
郫都,犀浦,交大卡布里城 ,东南,有,中楼层,2室2厅,简装,2016,83.0,98.0,11808
郫都,犀浦,今日花园 ,东南,无,高楼层,3室2厅,精装,2016,111.0,110.0,9862
